Occupation Group,Occupation Group Definition,Occupation,Occupation Definition,Rurality,Year,Supply,Fewer Graduates,More Graduates,Retire Early,Retire Late,Demand,Increased Insurance Coverage,Improved Population Health,Racial Equity,Improved Access (combination scenario),Geographic Parity,Percent Adequacy
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Nurse Practitioners (WH),"Diagnose and treat acute, episodic, or chronic illness, independently or as part of a healthcare team. May focus on health promotion and disease prevention. May order, perform, or interpret diagnostic tests such as lab work and x rays. May prescribe medication. Must be registered nurses who have specialized graduate education.",Total,2025,"15,860",15040,16680,15260,16490,"10,930",11340,,11750,12200,,145%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Nurse Practitioners (WH),"Diagnose and treat acute, episodic, or chronic illness, independently or as part of a healthcare team. May focus on health promotion and disease prevention. May order, perform, or interpret diagnostic tests such as lab work and x rays. May prescribe medication. Must be registered nurses who have specialized graduate education.",Metro,2026,"13,990",13210,14770,13530,14530,"9,600",,,,10700,,146%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Nurse Practitioners (WH),"Diagnose and treat acute, episodic, or chronic illness, independently or as part of a healthcare team. May focus on health promotion and disease prevention. May order, perform, or interpret diagnostic tests such as lab work and x rays. May prescribe medication. Must be registered nurses who have specialized graduate education.",Nonmetro,2026,"2,640",2490,2800,2550,2740,"1,360",,,,1520,,194%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Nurse Practitioners (WH),"Diagnose and treat acute, episodic, or chronic illness, independently or as part of a healthcare team. May focus on health promotion and disease prevention. May order, perform, or interpret diagnostic tests such as lab work and x rays. May prescribe medication. Must be registered nurses who have specialized graduate education.",Total,2026,"16,630",15700,17570,16080,17270,"10,960",11360,,11780,12220,,152%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Nurse Practitioners (WH),"Diagnose and treat acute, episodic, or chronic illness, independently or as part of a healthcare team. May focus on health promotion and disease prevention. May order, perform, or interpret diagnostic tests such as lab work and x rays. May prescribe medication. Must be registered nurses who have specialized graduate education.",Metro,2027,"14,680",13790,15540,14230,15210,"9,620",,,,10730,,153%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Nurse Practitioners (WH),"Diagnose and treat acute, episodic, or chronic illness, independently or as part of a healthcare team. May focus on health promotion and disease prevention. May order, perform, or interpret diagnostic tests such as lab work and x rays. May prescribe medication. Must be registered nurses who have specialized graduate education.",Nonmetro,2027,"2,770",2610,2950,2700,2870,"1,350",,,,1510,,205%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Nurse Practitioners (WH),"Diagnose and treat acute, episodic, or chronic illness, independently or as part of a healthcare team. May focus on health promotion and disease prevention. May order, perform, or interpret diagnostic tests such as lab work and x rays. May prescribe medication. Must be registered nurses who have specialized graduate education.",Total,2027,"17,450",16400,18490,16930,18080,"10,970",11380,,11790,12240,,159%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Nurse Practitioners (WH),"Diagnose and treat acute, episodic, or chronic illness, independently or as part of a healthcare team. May focus on health promotion and disease prevention. May order, perform, or interpret diagnostic tests such as lab work and x rays. May prescribe medication. Must be registered nurses who have specialized graduate education.",Metro,2028,"15,360",14380,16330,14960,15850,"9,640",,,,10760,,159%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Nurse Practitioners (WH),"Diagnose and treat acute, episodic, or chronic illness, independently or as part of a healthcare team. May focus on health promotion and disease prevention. May order, perform, or interpret diagnostic tests such as lab work and x rays. May prescribe medication. Must be registered nurses who have specialized graduate education.",Nonmetro,2028,"2,920",2730,3110,2850,3010,"1,350",,,,1510,,216%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Nurse Practitioners (WH),"Diagnose and treat acute, episodic, or chronic illness, independently or as part of a healthcare team. May focus on health promotion and disease prevention. May order, perform, or interpret diagnostic tests such as lab work and x rays. May prescribe medication. Must be registered nurses who have specialized graduate education.",Total,2028,"18,280",17110,19440,17810,18860,"10,990",11400,,11820,12270,,166%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Nurse Practitioners (WH),"Diagnose and treat acute, episodic, or chronic illness, independently or as part of a healthcare team. May focus on health promotion and disease prevention. May order, perform, or interpret diagnostic tests such as lab work and x rays. May prescribe medication. Must be registered nurses who have specialized graduate education.",Metro,2029,"16,070",14990,17130,15690,16540,"9,680",,,,10790,,166%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Nurse Practitioners (WH),"Diagnose and treat acute, episodic, or chronic illness, independently or as part of a healthcare team. May focus on health promotion and disease prevention. May order, perform, or interpret diagnostic tests such as lab work and x rays. May prescribe medication. Must be registered nurses who have specialized graduate education.",Nonmetro,2029,"3,060",2860,3280,3000,3150,"1,340",,,,1500,,228%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Nurse Practitioners (WH),"Diagnose and treat acute, episodic, or chronic illness, independently or as part of a healthcare team. May focus on health promotion and disease prevention. May order, perform, or interpret diagnostic tests such as lab work and x rays. May prescribe medication. Must be registered nurses who have specialized graduate education.",Total,2029,"19,130",17850,20410,18690,19690,"11,020",11430,,11840,12290,,174%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Nurse Practitioners (WH),"Diagnose and treat acute, episodic, or chronic illness, independently or as part of a healthcare team. May focus on health promotion and disease prevention. May order, perform, or interpret diagnostic tests such as lab work and x rays. May prescribe medication. Must be registered nurses who have specialized graduate education.",Metro,2030,"16,770",15640,17960,16440,17250,"9,720",,,,10830,,173%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Nurse Practitioners (WH),"Diagnose and treat acute, episodic, or chronic illness, independently or as part of a healthcare team. May focus on health promotion and disease prevention. May order, perform, or interpret diagnostic tests such as lab work and x rays. May prescribe medication. Must be registered nurses who have specialized graduate education.",Nonmetro,2030,"3,250",2990,3460,3160,3300,"1,330",,,,1480,,244%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Nurse Practitioners (WH),"Diagnose and treat acute, episodic, or chronic illness, independently or as part of a healthcare team. May focus on health promotion and disease prevention. May order, perform, or interpret diagnostic tests such as lab work and x rays. May prescribe medication. Must be registered nurses who have specialized graduate education.",Total,2030,"20,020",18630,21420,19600,20550,"11,050",11450,,11860,12310,,181%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Obstetrics & Gynecology,"Physicians with a medical license to practice in the area of medical and surgical care of women during maternity through childbirth, as well as to treat disorders of the female reproductive system.",Metro,2018,46860,46860,46860,46860,46860,44300,,,,49630,,106%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Obstetrics & Gynecology,"Physicians with a medical license to practice in the area of medical and surgical care of women during maternity through childbirth, as well as to treat disorders of the female reproductive system.",Nonmetro,2018,3990,3990,3990,3990,3990,6550,,,,7120,,61%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Obstetrics & Gynecology,"Physicians with a medical license to practice in the area of medical and surgical care of women during maternity through childbirth, as well as to treat disorders of the female reproductive system.",Total,2018,50850,50850,50850,50850,50850,50850,52730,,54650,56750,,100%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Obstetrics & Gynecology,"Physicians with a medical license to practice in the area of medical and surgical care of women during maternity through childbirth, as well as to treat disorders of the female reproductive system.",Metro,2019,46370,46240,46580,45830,46820,44610,,,,49940,,104%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Obstetrics & Gynecology,"Physicians with a medical license to practice in the area of medical and surgical care of women during maternity through childbirth, as well as to treat disorders of the female reproductive system.",Nonmetro,2019,3950,3920,3940,3880,3960,6540,,,,7140,,60%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Obstetrics & Gynecology,"Physicians with a medical license to practice in the area of medical and surgical care of women during maternity through childbirth, as well as to treat disorders of the female reproductive system.",Total,2019,50320,50160,50520,49710,50780,51150,53100,,54990,57080,,98%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Obstetrics & Gynecology,"Physicians with a medical license to practice in the area of medical and surgical care of women during maternity through childbirth, as well as to treat disorders of the female reproductive system.",Metro,2020,45980,45730,46280,45110,46780,44840,,,,50260,,103%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Obstetrics & Gynecology,"Physicians with a medical license to practice in the area of medical and surgical care of women during maternity through childbirth, as well as to treat disorders of the female reproductive system.",Nonmetro,2020,3810,3810,3840,3760,3900,6520,,,,7110,,58%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Obstetrics & Gynecology,"Physicians with a medical license to practice in the area of medical and surgical care of women during maternity through childbirth, as well as to treat disorders of the female reproductive system.",Total,2020,49790,49540,50120,48870,50680,51360,53300,,55230,57370,,97%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Obstetrics & Gynecology,"Physicians with a medical license to practice in the area of medical and surgical care of women during maternity through childbirth, as well as to treat disorders of the female reproductive system.",Metro,2021,45640,45180,46050,44480,46720,45080,,,,50570,,101%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Obstetrics & Gynecology,"Physicians with a medical license to practice in the area of medical and surgical care of women during maternity through childbirth, as well as to treat disorders of the female reproductive system.",Nonmetro,2021,3710,3710,3800,3630,3840,6520,,,,7110,,57%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Obstetrics & Gynecology,"Physicians with a medical license to practice in the area of medical and surgical care of women during maternity through childbirth, as well as to treat disorders of the female reproductive system.",Total,2021,49350,48890,49850,48110,50560,51600,53530,,55520,57680,,96%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Obstetrics & Gynecology,"Physicians with a medical license to practice in the area of medical and surgical care of women during maternity through childbirth, as well as to treat disorders of the female reproductive system.",Metro,2022,45330,44750,45920,43880,46700,45320,,,,50870,,100%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Obstetrics & Gynecology,"Physicians with a medical license to practice in the area of medical and surgical care of women during maternity through childbirth, as well as to treat disorders of the female reproductive system.",Nonmetro,2022,3660,3580,3700,3510,3740,6490,,,,7060,,56%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Obstetrics & Gynecology,"Physicians with a medical license to practice in the area of medical and surgical care of women during maternity through childbirth, as well as to treat disorders of the female reproductive system.",Total,2022,48990,48330,49620,47390,50440,51810,53760,,55780,57930,,95%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Obstetrics & Gynecology,"Physicians with a medical license to practice in the area of medical and surgical care of women during maternity through childbirth, as well as to treat disorders of the female reproductive system.",Metro,2023,45070,44330,45820,43460,46630,45620,,,,51180,,99%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Obstetrics & Gynecology,"Physicians with a medical license to practice in the area of medical and surgical care of women during maternity through childbirth, as well as to treat disorders of the female reproductive system.",Nonmetro,2023,3580,3500,3650,3380,3690,6440,,,,7020,,56%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Obstetrics & Gynecology,"Physicians with a medical license to practice in the area of medical and surgical care of women during maternity through childbirth, as well as to treat disorders of the female reproductive system.",Total,2023,48650,47830,49470,46840,50320,52060,53970,,56030,58200,,93%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Obstetrics & Gynecology,"Physicians with a medical license to practice in the area of medical and surgical care of women during maternity through childbirth, as well as to treat disorders of the female reproductive system.",Metro,2024,44890,44000,45760,43100,46610,45780,,,,51400,,98%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Obstetrics & Gynecology,"Physicians with a medical license to practice in the area of medical and surgical care of women during maternity through childbirth, as well as to treat disorders of the female reproductive system.",Nonmetro,2024,3490,3450,3590,3290,3660,6410,,,,7010,,54%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Obstetrics & Gynecology,"Physicians with a medical license to practice in the area of medical and surgical care of women during maternity through childbirth, as well as to treat disorders of the female reproductive system.",Total,2024,48380,47450,49350,46390,50270,52190,54130,,56220,58410,,93%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Obstetrics & Gynecology,"Physicians with a medical license to practice in the area of medical and surgical care of women during maternity through childbirth, as well as to treat disorders of the female reproductive system.",Metro,2025,44720,43690,45750,42760,46520,45960,,,,51600,,97%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Obstetrics & Gynecology,"Physicians with a medical license to practice in the area of medical and surgical care of women during maternity through childbirth, as well as to treat disorders of the female reproductive system.",Nonmetro,2025,3450,3350,3530,3200,3630,6340,,,,6960,,54%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Obstetrics & Gynecology,"Physicians with a medical license to practice in the area of medical and surgical care of women during maternity through childbirth, as well as to treat disorders of the female reproductive system.",Total,2025,48170,47040,49280,45960,50150,52300,54280,,56350,58560,,92%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Obstetrics & Gynecology,"Physicians with a medical license to practice in the area of medical and surgical care of women during maternity through childbirth, as well as to treat disorders of the female reproductive system.",Metro,2026,44600,43440,45820,42520,46490,46120,,,,51790,,97%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Obstetrics & Gynecology,"Physicians with a medical license to practice in the area of medical and surgical care of women during maternity through childbirth, as well as to treat disorders of the female reproductive system.",Nonmetro,2026,3370,3250,3450,3160,3570,6300,,,,6910,,53%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Obstetrics & Gynecology,"Physicians with a medical license to practice in the area of medical and surgical care of women during maternity through childbirth, as well as to treat disorders of the female reproductive system.",Total,2026,47970,46690,49270,45680,50060,52420,54410,,56550,58700,,92%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Obstetrics & Gynecology,"Physicians with a medical license to practice in the area of medical and surgical care of women during maternity through childbirth, as well as to treat disorders of the female reproductive system.",Metro,2027,44500,43140,45860,42400,46520,46150,,,,51900,,96%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Obstetrics & Gynecology,"Physicians with a medical license to practice in the area of medical and surgical care of women during maternity through childbirth, as well as to treat disorders of the female reproductive system.",Nonmetro,2027,3290,3220,3380,3080,3490,6270,,,,6880,,52%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Obstetrics & Gynecology,"Physicians with a medical license to practice in the area of medical and surgical care of women during maternity through childbirth, as well as to treat disorders of the female reproductive system.",Total,2027,47790,46360,49240,45480,50010,52420,54490,,56610,58780,,91%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Obstetrics & Gynecology,"Physicians with a medical license to practice in the area of medical and surgical care of women during maternity through childbirth, as well as to treat disorders of the female reproductive system.",Metro,2028,44400,42910,45890,42170,46490,46310,,,,52110,,96%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Obstetrics & Gynecology,"Physicians with a medical license to practice in the area of medical and surgical care of women during maternity through childbirth, as well as to treat disorders of the female reproductive system.",Nonmetro,2028,3240,3160,3350,3020,3470,6230,,,,6820,,52%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Obstetrics & Gynecology,"Physicians with a medical license to practice in the area of medical and surgical care of women during maternity through childbirth, as well as to treat disorders of the female reproductive system.",Total,2028,47640,46070,49240,45190,49960,52540,54540,,56700,58930,,91%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Obstetrics & Gynecology,"Physicians with a medical license to practice in the area of medical and surgical care of women during maternity through childbirth, as well as to treat disorders of the female reproductive system.",Metro,2029,44300,42710,45980,42070,46460,46420,,,,52300,,95%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Obstetrics & Gynecology,"Physicians with a medical license to practice in the area of medical and surgical care of women during maternity through childbirth, as well as to treat disorders of the female reproductive system.",Nonmetro,2029,3220,3080,3320,2980,3430,6190,,,,6780,,52%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Obstetrics & Gynecology,"Physicians with a medical license to practice in the area of medical and surgical care of women during maternity through childbirth, as well as to treat disorders of the female reproductive system.",Total,2029,47520,45790,49300,45050,49890,52610,54660,,56850,59080,,90%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Obstetrics & Gynecology,"Physicians with a medical license to practice in the area of medical and surgical care of women during maternity through childbirth, as well as to treat disorders of the female reproductive system.",Metro,2030,44370,42530,46030,41990,46460,46530,,,,52500,,95%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Obstetrics & Gynecology,"Physicians with a medical license to practice in the area of medical and surgical care of women during maternity through childbirth, as well as to treat disorders of the female reproductive system.",Nonmetro,2030,3120,3000,3300,2960,3370,6130,,,,6700,,51%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Obstetrics & Gynecology,"Physicians with a medical license to practice in the area of medical and surgical care of women during maternity through childbirth, as well as to treat disorders of the female reproductive system.",Total,2030,47490,45530,49330,44950,49830,52660,54690,,56950,59200,,90%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Physician Assistants (WH),"Provide healthcare services typically performed by a physician, under the supervision of a physician. Conduct complete physicals, provide treatment, and counsel patients. May, in some cases, prescribe medication. Must graduate from an accredited educational program for physician assistants.",Metro,2018,"1,350",1350,1350,1350,1350,"1,300",,,,1440,,104%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Physician Assistants (WH),"Provide healthcare services typically performed by a physician, under the supervision of a physician. Conduct complete physicals, provide treatment, and counsel patients. May, in some cases, prescribe medication. Must graduate from an accredited educational program for physician assistants.",Nonmetro,2018,130,130,130,130,130,180,,,,190,,72%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Physician Assistants (WH),"Provide healthcare services typically performed by a physician, under the supervision of a physician. Conduct complete physicals, provide treatment, and counsel patients. May, in some cases, prescribe medication. Must graduate from an accredited educational program for physician assistants.",Total,2018,"1,480",1480,1480,1480,1480,"1,480",1540,,1590,1630,,100%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Physician Assistants (WH),"Provide healthcare services typically performed by a physician, under the supervision of a physician. Conduct complete physicals, provide treatment, and counsel patients. May, in some cases, prescribe medication. Must graduate from an accredited educational program for physician assistants.",Metro,2019,"1,410",1400,1410,1400,1410,"1,310",,,,1440,,108%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Physician Assistants (WH),"Provide healthcare services typically performed by a physician, under the supervision of a physician. Conduct complete physicals, provide treatment, and counsel patients. May, in some cases, prescribe medication. Must graduate from an accredited educational program for physician assistants.",Nonmetro,2019,150,150,160,150,160,180,,,,200,,83%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Physician Assistants (WH),"Provide healthcare services typically performed by a physician, under the supervision of a physician. Conduct complete physicals, provide treatment, and counsel patients. May, in some cases, prescribe medication. Must graduate from an accredited educational program for physician assistants.",Total,2019,"1,560",1550,1570,1550,1570,"1,490",1550,,1600,1640,,105%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Physician Assistants (WH),"Provide healthcare services typically performed by a physician, under the supervision of a physician. Conduct complete physicals, provide treatment, and counsel patients. May, in some cases, prescribe medication. Must graduate from an accredited educational program for physician assistants.",Metro,2020,"1,450",1440,1460,1430,1470,"1,320",,,,1450,,110%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Physician Assistants (WH),"Provide healthcare services typically performed by a physician, under the supervision of a physician. Conduct complete physicals, provide treatment, and counsel patients. May, in some cases, prescribe medication. Must graduate from an accredited educational program for physician assistants.",Nonmetro,2020,180,170,190,180,180,180,,,,200,,100%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Physician Assistants (WH),"Provide healthcare services typically performed by a physician, under the supervision of a physician. Conduct complete physicals, provide treatment, and counsel patients. May, in some cases, prescribe medication. Must graduate from an accredited educational program for physician assistants.",Total,2020,"1,630",1610,1650,1610,1650,"1,500",1550,,1610,1650,,109%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Physician Assistants (WH),"Provide healthcare services typically performed by a physician, under the supervision of a physician. Conduct complete physicals, provide treatment, and counsel patients. May, in some cases, prescribe medication. Must graduate from an accredited educational program for physician assistants.",Metro,2021,"1,500",1470,1520,1480,1520,"1,320",,,,1460,,114%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Physician Assistants (WH),"Provide healthcare services typically performed by a physician, under the supervision of a physician. Conduct complete physicals, provide treatment, and counsel patients. May, in some cases, prescribe medication. Must graduate from an accredited educational program for physician assistants.",Nonmetro,2021,200,200,210,200,210,180,,,,200,,111%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Physician Assistants (WH),"Provide healthcare services typically performed by a physician, under the supervision of a physician. Conduct complete physicals, provide treatment, and counsel patients. May, in some cases, prescribe medication. Must graduate from an accredited educational program for physician assistants.",Total,2021,"1,700",1670,1730,1680,1730,"1,500",1560,,1620,1660,,113%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Physician Assistants (WH),"Provide healthcare services typically performed by a physician, under the supervision of a physician. Conduct complete physicals, provide treatment, and counsel patients. May, in some cases, prescribe medication. Must graduate from an accredited educational program for physician assistants.",Metro,2022,"1,540",1500,1570,1520,1570,"1,340",,,,1480,,115%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Physician Assistants (WH),"Provide healthcare services typically performed by a physician, under the supervision of a physician. Conduct complete physicals, provide treatment, and counsel patients. May, in some cases, prescribe medication. Must graduate from an accredited educational program for physician assistants.",Nonmetro,2022,230,220,240,220,230,170,,,,190,,135%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Physician Assistants (WH),"Provide healthcare services typically performed by a physician, under the supervision of a physician. Conduct complete physicals, provide treatment, and counsel patients. May, in some cases, prescribe medication. Must graduate from an accredited educational program for physician assistants.",Total,2022,"1,770",1720,1810,1740,1800,"1,510",1570,,1620,1670,,117%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Physician Assistants (WH),"Provide healthcare services typically performed by a physician, under the supervision of a physician. Conduct complete physicals, provide treatment, and counsel patients. May, in some cases, prescribe medication. Must graduate from an accredited educational program for physician assistants.",Metro,2023,"1,580",1540,1630,1570,1620,"1,350",,,,1490,,117%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Physician Assistants (WH),"Provide healthcare services typically performed by a physician, under the supervision of a physician. Conduct complete physicals, provide treatment, and counsel patients. May, in some cases, prescribe medication. Must graduate from an accredited educational program for physician assistants.",Nonmetro,2023,250,240,260,240,250,170,,,,190,,147%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Physician Assistants (WH),"Provide healthcare services typically performed by a physician, under the supervision of a physician. Conduct complete physicals, provide treatment, and counsel patients. May, in some cases, prescribe medication. Must graduate from an accredited educational program for physician assistants.",Total,2023,"1,830",1780,1890,1810,1870,"1,520",1570,,1630,1680,,120%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Physician Assistants (WH),"Provide healthcare services typically performed by a physician, under the supervision of a physician. Conduct complete physicals, provide treatment, and counsel patients. May, in some cases, prescribe medication. Must graduate from an accredited educational program for physician assistants.",Metro,2024,"1,630",1580,1690,1610,1670,"1,360",,,,1500,,120%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Physician Assistants (WH),"Provide healthcare services typically performed by a physician, under the supervision of a physician. Conduct complete physicals, provide treatment, and counsel patients. May, in some cases, prescribe medication. Must graduate from an accredited educational program for physician assistants.",Nonmetro,2024,270,260,280,260,270,160,,,,190,,169%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Physician Assistants (WH),"Provide healthcare services typically performed by a physician, under the supervision of a physician. Conduct complete physicals, provide treatment, and counsel patients. May, in some cases, prescribe medication. Must graduate from an accredited educational program for physician assistants.",Total,2024,"1,900",1840,1970,1870,1940,"1,520",1580,,1640,1690,,125%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Physician Assistants (WH),"Provide healthcare services typically performed by a physician, under the supervision of a physician. Conduct complete physicals, provide treatment, and counsel patients. May, in some cases, prescribe medication. Must graduate from an accredited educational program for physician assistants.",Metro,2025,"1,680",1630,1740,1660,1720,"1,360",,,,1520,,124%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Physician Assistants (WH),"Provide healthcare services typically performed by a physician, under the supervision of a physician. Conduct complete physicals, provide treatment, and counsel patients. May, in some cases, prescribe medication. Must graduate from an accredited educational program for physician assistants.",Nonmetro,2025,290,270,310,280,290,160,,,,180,,181%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Physician Assistants (WH),"Provide healthcare services typically performed by a physician, under the supervision of a physician. Conduct complete physicals, provide treatment, and counsel patients. May, in some cases, prescribe medication. Must graduate from an accredited educational program for physician assistants.",Total,2025,"1,970",1900,2050,1940,2010,"1,520",1580,,1640,1700,,130%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Physician Assistants (WH),"Provide healthcare services typically performed by a physician, under the supervision of a physician. Conduct complete physicals, provide treatment, and counsel patients. May, in some cases, prescribe medication. Must graduate from an accredited educational program for physician assistants.",Metro,2026,"1,720",1670,1800,1700,1770,"1,380",,,,1530,,125%
Women's Health,"Women's health refers to the influence of sex and gender on health, wellness, disability, and disease status across the lifespan.",Physician Assistants (WH),"Provide healthcare services typically performed by a physician, under the supervision of a physician. Conduct complete physicals, provide treatment, and counsel patients. May, in some cases, prescribe medication. Must graduate from an accredited educational program for physician assistants.",Nonmetro,2026,310,290,330,310,320,150,,,,170,,207%
