HPSA.Discipline.Class,HPSA.Score,HPSA.FTE,HPSA.Designation.Population,Common.Region.Name,HPSA.Shortage,HPSA.Designation.Date,Perc.Pop.Below.Poverty,Perc.Pop.Served,HPSA_score_high,prediction,prediction.val
Mental Health,17,0.625,116935,Region 10,5.225,8/1/2017,0.116,0.160345491,0,0.150693686,0
Mental Health,16,0,90951,Region 10,6.06,8/1/2022,0.181,0,0,0.49899095,0
Mental Health,17,0,21379,Region 10,1.07,9/1/2017,0.16,0,0,0.334607463,0
Mental Health,16,0,110435,Region 4,24.54,2/1/2022,0.129,0,0,0.394996438,0
Mental Health,16,0,110435,Region 4,24.54,2/1/2022,0.129,0,0,0.394996438,0
Mental Health,16,0,110435,Region 4,24.54,2/1/2022,0.129,0,0,0.394996438,0
Mental Health,16,0,110435,Region 4,24.54,2/1/2022,0.129,0,0,0.394996438,0
Mental Health,16,0.13,108866,Region 4,7.13,4/1/2022,0.128,0.023882571,0,0.332771857,0
Mental Health,19,0,102024,Region 4,6.8,12/1/2017,0.312,0,1,0.945141085,1
Mental Health,16,2.18,122685,Region 4,3.95,2/1/2022,0.18,0.533072503,0,0.176508958,0
Mental Health,16,2.18,122685,Region 4,3.95,2/1/2022,0.18,0.533072503,0,0.176508958,0
Mental Health,16,2.18,122685,Region 4,3.95,2/1/2022,0.18,0.533072503,0,0.176508958,0
Mental Health,16,2.18,122685,Region 4,3.95,2/1/2022,0.18,0.533072503,0,0.176508958,0
Mental Health,17,0.12,54797,Region 4,3.53,5/1/2022,0.186,0.043798018,0,0.529682319,1
Mental Health,17,0.12,54797,Region 4,3.53,5/1/2022,0.186,0.043798018,0,0.529682319,1
Mental Health,17,0.12,54797,Region 4,3.53,5/1/2022,0.186,0.043798018,0,0.529682319,1
Mental Health,15,0,90621,Region 4,6.04,1/1/2022,0.144,0,0,0.407140989,0
Mental Health,15,0,90621,Region 4,6.04,1/1/2022,0.144,0,0,0.407140989,0
Mental Health,15,0,90621,Region 4,6.04,1/1/2022,0.144,0,0,0.407140989,0
Mental Health,15,0,90621,Region 4,6.04,1/1/2022,0.144,0,0,0.407140989,0
Mental Health,15,0,90621,Region 4,6.04,1/1/2022,0.144,0,0,0.407140989,0
Mental Health,15,0,90621,Region 4,6.04,1/1/2022,0.144,0,0,0.407140989,0
Mental Health,15,0,90621,Region 4,6.04,1/1/2022,0.144,0,0,0.407140989,0
Mental Health,15,0,90621,Region 4,6.04,1/1/2022,0.144,0,0,0.407140989,0
Mental Health,17,0,43630,Region 4,2.91,5/1/2022,0.183,0,0,0.542440059,1
Mental Health,17,0,43630,Region 4,2.91,5/1/2022,0.183,0,0,0.542440059,1
Mental Health,17,0,43630,Region 4,2.91,5/1/2022,0.183,0,0,0.542440059,1
Mental Health,17,0,43630,Region 4,2.91,5/1/2022,0.183,0,0,0.542440059,1
Mental Health,17,0,43630,Region 4,2.91,5/1/2022,0.183,0,0,0.542440059,1
Mental Health,17,0.1,144260,Region 4,9.52,5/1/2022,0.171,0.013863857,0,0.57364697,1
Mental Health,17,0.1,144260,Region 4,9.52,5/1/2022,0.171,0.013863857,0,0.57364697,1
Mental Health,17,0.1,144260,Region 4,9.52,5/1/2022,0.171,0.013863857,0,0.57364697,1
Mental Health,16,0,38574,Region 4,2.57,7/1/2022,0.146,0,0,0.365886376,0
Mental Health,16,1.5164,183258,Region 4,10.7036,11/1/2020,0.129,0.165493457,0,0.270010745,0
Mental Health,16,1.5164,183258,Region 4,10.7036,11/1/2020,0.129,0.165493457,0,0.270010745,0
Mental Health,16,1.5164,183258,Region 4,10.7036,11/1/2020,0.129,0.165493457,0,0.270010745,0
Mental Health,16,1.5164,183258,Region 4,10.7036,11/1/2020,0.129,0.165493457,0,0.270010745,0
Mental Health,16,1.5164,183258,Region 4,10.7036,11/1/2020,0.129,0.165493457,0,0.270010745,0
Mental Health,16,1.5164,183258,Region 4,10.7036,11/1/2020,0.129,0.165493457,0,0.270010745,0
Mental Health,16,1.5164,183258,Region 4,10.7036,11/1/2020,0.129,0.165493457,0,0.270010745,0
Mental Health,16,1.5164,183258,Region 4,10.7036,11/1/2020,0.129,0.165493457,0,0.270010745,0
Mental Health,15,0.302,40503,Region 4,2.398,8/1/2021,0.131,0.149124756,0,0.208374786,0
Mental Health,18,0.2808,36351,Region 4,2.1392,9/1/2021,0.181,0.154493687,1,0.396327233,0
Mental Health,17,0,51229,Region 4,3.42,9/1/2021,0.159,0,0,0.437192107,0
Mental Health,16,0,20630,Region 2,1.38,3/1/2019,0.14,0,0,0.032886937,0
Mental Health,15,0,34792,Region 2,1.74,12/1/2021,0.098,0,0,0.015941772,0
Mental Health,18,0,34440,Region 2,2.3,12/1/2021,0.17,0,1,0.059642894,0
Mental Health,17,8.384,129073,Region 9,20.296,1/1/2022,0.114,0.292299706,0,0.035315076,0
Mental Health,17,8.384,129073,Region 9,20.296,1/1/2022,0.114,0.292299706,0,0.035315076,0
Mental Health,18,0.25,32060,Region 1,1.35,3/1/2022,0.186,0.233936369,1,0.256620523,0
Mental Health,18,0.25,32060,Region 1,1.35,3/1/2022,0.186,0.233936369,1,0.256620523,0
Mental Health,16,0.5,24728,Region 1,0.74,12/1/2021,0.194,0.606599806,0,0.104287816,0
Mental Health,18,6.225,529173,Region 5,20.235,5/1/2021,0.163,0.352909162,1,0.380284249,0
Mental Health,18,6.225,529173,Region 5,20.235,5/1/2021,0.163,0.352909162,1,0.380284249,0
Mental Health,18,6.225,529173,Region 5,20.235,5/1/2021,0.163,0.352909162,1,0.380284249,0
Mental Health,18,6.225,529173,Region 5,20.235,5/1/2021,0.163,0.352909162,1,0.380284249,0
Mental Health,18,6.225,529173,Region 5,20.235,5/1/2021,0.163,0.352909162,1,0.380284249,0
Mental Health,18,6.225,529173,Region 5,20.235,5/1/2021,0.163,0.352909162,1,0.380284249,0
Mental Health,18,6.225,529173,Region 5,20.235,5/1/2021,0.163,0.352909162,1,0.380284249,0
Mental Health,18,6.225,529173,Region 5,20.235,5/1/2021,0.163,0.352909162,1,0.380284249,0
Mental Health,18,6.225,529173,Region 5,20.235,5/1/2021,0.163,0.352909162,1,0.380284249,0
Mental Health,18,6.225,529173,Region 5,20.235,5/1/2021,0.163,0.352909162,1,0.380284249,0
Mental Health,18,6.225,529173,Region 5,20.235,5/1/2021,0.163,0.352909162,1,0.380284249,0
Mental Health,18,6.225,529173,Region 5,20.235,5/1/2021,0.163,0.352909162,1,0.380284249,0
Mental Health,18,6.225,529173,Region 5,20.235,5/1/2021,0.163,0.352909162,1,0.380284249,0
Mental Health,18,6.225,529173,Region 5,20.235,5/1/2021,0.163,0.352909162,1,0.380284249,0
Mental Health,18,6.225,529173,Region 5,20.235,5/1/2021,0.163,0.352909162,1,0.380284249,0
Mental Health,18,6.225,529173,Region 5,20.235,5/1/2021,0.163,0.352909162,1,0.380284249,0
Mental Health,18,6.225,529173,Region 5,20.235,5/1/2021,0.163,0.352909162,1,0.380284249,0
Mental Health,18,6.225,529173,Region 5,20.235,5/1/2021,0.163,0.352909162,1,0.380284249,0
Mental Health,18,6.225,529173,Region 5,20.235,5/1/2021,0.163,0.352909162,1,0.380284249,0
Mental Health,18,6.225,529173,Region 5,20.235,5/1/2021,0.163,0.352909162,1,0.380284249,0
Mental Health,18,6.225,529173,Region 5,20.235,5/1/2021,0.163,0.352909162,1,0.380284249,0
Mental Health,18,6.225,529173,Region 5,20.235,5/1/2021,0.163,0.352909162,1,0.380284249,0
Mental Health,18,6.225,529173,Region 5,20.235,5/1/2021,0.163,0.352909162,1,0.380284249,0
Mental Health,18,6.225,529173,Region 5,20.235,5/1/2021,0.163,0.352909162,1,0.380284249,0
Mental Health,18,6.225,529173,Region 5,20.235,5/1/2021,0.163,0.352909162,1,0.380284249,0
Mental Health,18,6.225,529173,Region 5,20.235,5/1/2021,0.163,0.352909162,1,0.380284249,0
Mental Health,18,6.225,529173,Region 5,20.235,5/1/2021,0.163,0.352909162,1,0.380284249,0
Mental Health,18,6.225,529173,Region 5,20.235,5/1/2021,0.163,0.352909162,1,0.380284249,0
Mental Health,13,0.9,40625,Region 5,1.13,12/1/2021,0.1,0.664615385,0,0.019505685,0
Mental Health,13,0.9,40625,Region 5,1.13,12/1/2021,0.1,0.664615385,0,0.019505685,0
Mental Health,13,3.8,154244,Region 5,3.91,9/1/2021,0.135,0.739088717,0,0.032071612,0
Mental Health,13,3.8,154244,Region 5,3.91,9/1/2021,0.135,0.739088717,0,0.032071612,0
Mental Health,16,0,32556,Region 5,1.63,11/1/2021,0.115,0,0,0.189706975,0
Mental Health,16,0,32556,Region 5,1.63,11/1/2021,0.115,0,0,0.189706975,0
Mental Health,16,0,16006,Region 5,1.07,3/1/2022,0.135,0,0,0.242982936,0
Mental Health,16,0,21380,Region 5,1.07,9/1/2021,0.085,0,0,0.112754311,0
Mental Health,17,0,35883,Region 5,1.79,11/1/2021,0.093,0,0,0.13530868,0
Mental Health,17,0,35883,Region 5,1.79,11/1/2021,0.093,0,0,0.13530868,0
Mental Health,11,4.35,305156,Region 5,10.91,3/1/2022,0.069,0.42765012,0,0.04122186,0
Mental Health,18,0,76767,Region 5,5.12,1/1/2022,0.191,0,1,0.542308789,1
Mental Health,18,2.425,140084,Region 4,6.915,7/1/2020,0.17,0.346220839,1,0.253498821,0
Mental Health,18,2.425,140084,Region 4,6.915,7/1/2020,0.17,0.346220839,1,0.253498821,0
Mental Health,18,2.425,140084,Region 4,6.915,7/1/2020,0.17,0.346220839,1,0.253498821,0
Mental Health,18,2.425,140084,Region 4,6.915,7/1/2020,0.17,0.346220839,1,0.253498821,0
Mental Health,18,2.425,140084,Region 4,6.915,7/1/2020,0.17,0.346220839,1,0.253498821,0
Mental Health,21,0,13745,Region 4,0.92,12/1/2019,0.218,0,1,0.670437469,1
Mental Health,21,0,13745,Region 4,0.92,12/1/2019,0.218,0,1,0.670437469,1
Mental Health,17,1.7134,135025,Region 4,7.2866,1/1/2022,0.168,0.253790039,0,0.319198987,0
Mental Health,17,1.7134,135025,Region 4,7.2866,1/1/2022,0.168,0.253790039,0,0.319198987,0
Mental Health,15,1.1613,45494,Region 9,1.8687,8/1/2020,0.181,0.510528861,0,0.087229194,0
Mental Health,17,0,57709,Region 9,3.85,7/1/2020,0.202,0,0,0.464506601,0
Mental Health,15,0.25,101491,Region 9,6.52,5/1/2020,0.296,0.049265452,0,0.835638348,1
Mental Health,15,0.875,88705,Region 9,3.565,11/1/2021,0.125,0.295924694,0,0.073816224,0
Mental Health,15,0.875,88705,Region 9,3.565,11/1/2021,0.125,0.295924694,0,0.073816224,0
Mental Health,17,0,16548,Region 2,1.1,9/1/2018,0.118,0,0,0.021587291,0
Mental Health,19,0.2242,129319,Region 2,8.3958,6/1/2022,0.289,0.034673946,1,0.435463397,0
Mental Health,12,0.1108,106240,Region 2,6.9692,7/1/2022,0.291,0.020858434,0,0.435870415,0
Mental Health,8,14.175,450199,Region 7,8.335,10/1/2021,0.117,0.944582285,0,0.018394422,0
Mental Health,8,14.175,450199,Region 7,8.335,10/1/2021,0.117,0.944582285,0,0.018394422,0
Mental Health,8,14.175,450199,Region 7,8.335,10/1/2021,0.117,0.944582285,0,0.018394422,0
Mental Health,8,14.175,450199,Region 7,8.335,10/1/2021,0.117,0.944582285,0,0.018394422,0
Mental Health,8,14.175,450199,Region 7,8.335,10/1/2021,0.117,0.944582285,0,0.018394422,0
Mental Health,8,14.175,450199,Region 7,8.335,10/1/2021,0.117,0.944582285,0,0.018394422,0
Mental Health,8,14.175,450199,Region 7,8.335,10/1/2021,0.117,0.944582285,0,0.018394422,0
Mental Health,8,14.175,450199,Region 7,8.335,10/1/2021,0.117,0.944582285,0,0.018394422,0
Mental Health,8,14.175,450199,Region 7,8.335,10/1/2021,0.117,0.944582285,0,0.018394422,0
Mental Health,8,14.175,450199,Region 7,8.335,10/1/2021,0.117,0.944582285,0,0.018394422,0
Mental Health,8,14.175,450199,Region 7,8.335,10/1/2021,0.117,0.944582285,0,0.018394422,0
Mental Health,8,14.175,450199,Region 7,8.335,10/1/2021,0.117,0.944582285,0,0.018394422,0
Mental Health,8,14.175,450199,Region 7,8.335,10/1/2021,0.117,0.944582285,0,0.018394422,0
Mental Health,8,14.175,450199,Region 7,8.335,10/1/2021,0.117,0.944582285,0,0.018394422,0
Mental Health,8,14.175,450199,Region 7,8.335,10/1/2021,0.117,0.944582285,0,0.018394422,0
Mental Health,8,14.175,450199,Region 7,8.335,10/1/2021,0.117,0.944582285,0,0.018394422,0
Mental Health,11,5.9993,179300,Region 5,5.9507,3/1/2022,0.13,0.669191299,0,0.031360463,0
Mental Health,10,2.275,61999,Region 5,1.855,4/1/2022,0.154,0.733882805,0,0.039389875,0
Mental Health,17,0,28540,Region 5,1.43,7/1/2021,0.15,0,0,0.308740928,0
Mental Health,17,0.3199,21983,Region 5,1.1501,3/1/2022,0.148,0.291043079,0,0.138674253,0
Mental Health,18,0,193340,Region 4,9.67,1/1/2022,0.176,0,1,0.649955082,1
Mental Health,18,0,193340,Region 4,9.67,1/1/2022,0.176,0,1,0.649955082,1
Mental Health,18,0,193340,Region 4,9.67,1/1/2022,0.176,0,1,0.649955082,1
Mental Health,18,0,193340,Region 4,9.67,1/1/2022,0.176,0,1,0.649955082,1
Mental Health,18,0,193340,Region 4,9.67,1/1/2022,0.176,0,1,0.649955082,1
Mental Health,18,0,193340,Region 4,9.67,1/1/2022,0.176,0,1,0.649955082,1
Mental Health,18,0,193340,Region 4,9.67,1/1/2022,0.176,0,1,0.649955082,1
Mental Health,18,0,193340,Region 4,9.67,1/1/2022,0.176,0,1,0.649955082,1
Mental Health,18,1,62308,Region 4,3.15,4/1/2022,0.058,0.320986069,1,0.03709541,0
Mental Health,18,0,234804,Region 4,15.65,7/1/2021,0.142,0,1,0.543249662,1
Mental Health,16,4.5,201652,Region 4,8.94,3/1/2022,0.23,0.446313451,0,0.432786585,0
Mental Health,16,4.5,201652,Region 4,8.94,3/1/2022,0.23,0.446313451,0,0.432786585,0
Mental Health,16,4.5,201652,Region 4,8.94,3/1/2022,0.23,0.446313451,0,0.432786585,0
Mental Health,16,4.5,201652,Region 4,8.94,3/1/2022,0.23,0.446313451,0,0.432786585,0
Mental Health,16,4.5,201652,Region 4,8.94,3/1/2022,0.23,0.446313451,0,0.432786585,0
Mental Health,16,4.5,201652,Region 4,8.94,3/1/2022,0.23,0.446313451,0,0.432786585,0
Mental Health,16,4.5,201652,Region 4,8.94,3/1/2022,0.23,0.446313451,0,0.432786585,0
Mental Health,16,4.5,201652,Region 4,8.94,3/1/2022,0.23,0.446313451,0,0.432786585,0
Mental Health,16,4.5,201652,Region 4,8.94,3/1/2022,0.23,0.446313451,0,0.432786585,0
Mental Health,16,4.5,201652,Region 4,8.94,3/1/2022,0.23,0.446313451,0,0.432786585,0
Mental Health,17,0,18758,Region 4,1.25,4/1/2020,0.09,0,0,0.155877716,0
Mental Health,12,9.45,291818,Region 4,10,10/1/2017,0.188,0.647663955,0,0.124380547,0
Mental Health,12,9.45,291818,Region 4,10,10/1/2017,0.188,0.647663955,0,0.124380547,0
Mental Health,12,9.45,291818,Region 4,10,10/1/2017,0.188,0.647663955,0,0.124380547,0
Mental Health,12,9.45,291818,Region 4,10,10/1/2017,0.188,0.647663955,0,0.124380547,0
Mental Health,12,9.45,291818,Region 4,10,10/1/2017,0.188,0.647663955,0,0.124380547,0
Mental Health,12,9.45,291818,Region 4,10,10/1/2017,0.188,0.647663955,0,0.124380547,0
Mental Health,12,9.45,291818,Region 4,10,10/1/2017,0.188,0.647663955,0,0.124380547,0
Mental Health,12,9.45,291818,Region 4,10,10/1/2017,0.188,0.647663955,0,0.124380547,0
Mental Health,12,9.45,291818,Region 4,10,10/1/2017,0.188,0.647663955,0,0.124380547,0
Mental Health,12,9.45,291818,Region 4,10,10/1/2017,0.188,0.647663955,0,0.124380547,0
Mental Health,18,0,14341,Region 4,0.96,4/1/2022,0.112,0,1,0.215637357,0
Mental Health,18,0,14345,Region 4,0.96,4/1/2022,0.178,0,1,0.489109513,0
Mental Health,20,0,10276,Region 4,0.69,4/1/2022,0.24,0,1,0.752492101,1
Mental Health,16,0,45036,Region 4,3,5/1/2022,0.092,0,0,0.17589084,0
Mental Health,17,0,74575,Region 4,4.97,1/1/2022,0.169,0,0,0.507868732,1
Mental Health,17,0,74575,Region 4,4.97,1/1/2022,0.169,0,0,0.507868732,1
Mental Health,17,0,74575,Region 4,4.97,1/1/2022,0.169,0,0,0.507868732,1
Mental Health,17,0,74575,Region 4,4.97,1/1/2022,0.169,0,0,0.507868732,1
Mental Health,17,0,74575,Region 4,4.97,1/1/2022,0.169,0,0,0.507868732,1
Mental Health,17,0,74575,Region 4,4.97,1/1/2022,0.169,0,0,0.507868732,1
Mental Health,17,0,74575,Region 4,4.97,1/1/2022,0.169,0,0,0.507868732,1
Mental Health,17,0,74575,Region 4,4.97,1/1/2022,0.169,0,0,0.507868732,1
Mental Health,17,0,74575,Region 4,4.97,1/1/2022,0.169,0,0,0.507868732,1
Mental Health,11,7.725,163004,Region 4,3.145,6/1/2022,0.114,0.947829501,0,0.00986677,0
Mental Health,18,0.2,54516,Region 4,3.43,7/1/2020,0.202,0.073372955,1,0.578519796,1
Mental Health,18,0.2,54516,Region 4,3.43,7/1/2020,0.202,0.073372955,1,0.578519796,1
Mental Health,18,0.2,54516,Region 4,3.43,7/1/2020,0.202,0.073372955,1,0.578519796,1
Mental Health,18,0.2,54516,Region 4,3.43,7/1/2020,0.202,0.073372955,1,0.578519796,1
Mental Health,18,0.2,54516,Region 4,3.43,7/1/2020,0.202,0.073372955,1,0.578519796,1
Mental Health,16,0,164486,Region 5,8.22,9/1/2021,0.149,0,0,0.427623762,0
Mental Health,17,0,32479,Region 5,1.62,9/1/2021,0.146,0,0,0.296038228,0
Mental Health,17,0.25,174572,Region 9,8.48,3/1/2022,0.176,0.042962216,0,0.413203432,0
Mental Health,17,0.25,174572,Region 9,8.48,3/1/2022,0.176,0.042962216,0,0.413203432,0
Mental Health,16,1,60052,Region 9,3,3/1/2022,0.084,0.333044695,0,0.028163655,0
Mental Health,17,0,14190,Region 9,0.95,1/1/2022,0.12,0,0,0.1335932,0
Mental Health,13,3.25,186608,Region 9,9.19,3/1/2021,0.083,0.348323759,0,0.033124395,0
Mental Health,16,0.4008,20952,Region 9,0.9992,12/1/2017,0.129,0.382588774,0,0.050619796,0
Mental Health,13,2,50601,Region 2,1.37,4/1/2022,0.21,0.790498211,0,0.009150899,0
Mental Health,17,0,6482,Region 2,0.43,3/1/2022,0.458,0,0,0.929083461,1
Mental Health,21,0,168471,Region 2,11.23,7/1/2017,0.522,0,1,0.988366214,1
Mental Health,21,0,168471,Region 2,11.23,7/1/2017,0.522,0,1,0.988366214,1
Mental Health,21,0,168471,Region 2,11.23,7/1/2017,0.522,0,1,0.988366214,1
Mental Health,21,0,168471,Region 2,11.23,7/1/2017,0.522,0,1,0.988366214,1
Mental Health,21,0,168471,Region 2,11.23,7/1/2017,0.522,0,1,0.988366214,1
Mental Health,21,0,168471,Region 2,11.23,7/1/2017,0.522,0,1,0.988366214,1
Mental Health,18,0,128393,Region 2,8.56,10/1/2017,0.356,0,1,0.757834435,1
Mental Health,18,0,128393,Region 2,8.56,10/1/2017,0.356,0,1,0.757834435,1
Mental Health,13,0,3913,Region 3,0.26,9/1/2017,0.183,0,0,0.48060539,0
Mental Health,15,0,6430,Region 3,0.43,9/1/2017,0.184,0,0,0.487891063,0
Mental Health,18,0,11950,Region 3,0.8,12/1/2017,0.217,0,1,0.64517414,1
Mental Health,18,0,9826,Region 3,0.66,7/1/2017,0.206,0,1,0.594189207,1
Mental Health,18,0.75,21611,Region 3,4.05,2/1/2017,0.153,0.156170469,1,0.244121375,0
Mental Health,18,0.39,27494,Region 3,1.44,7/1/2017,0.197,0.283698261,1,0.340168203,0
Mental Health,12,0,2683,Region 3,0.6,2/1/2017,0.157,0,0,0.361144997,0
Mental Health,14,1.2,56058,Region 3,1.6,9/1/2021,0.097,0.642192015,0,0.024616213,0
Mental Health,11,0,2299,Region 3,0.15,7/1/2017,0.125,0,0,0.234932534,0
Mental Health,18,0,20407,Region 3,4.53,3/1/2017,0.163,0,1,0.410854119,0
Mental Health,18,0,9112,Region 3,0.61,12/1/2017,0.228,0,1,0.688749426,1
Mental Health,16,0,6875,Region 3,0.46,7/1/2017,0.208,0,0,0.60038638,1
Mental Health,14,0,5966,Region 3,0.4,3/1/2017,0.167,0,0,0.408130057,0
Mental Health,16,0,7101,Region 3,1.58,3/1/2017,0.211,0,0,0.616449797,1
Mental Health,18,0.7138,66496,Region 3,14.0662,5/1/2017,0.171,0.048303657,1,0.450245347,0
Mental Health,15,0.25,10285,Region 3,0.44,9/1/2021,0.139,0.486144871,0,0.079323361,0
Mental Health,11,0,2243,Region 3,0.15,9/1/2017,0.123,0,0,0.228170705,0
Mental Health,19,0,18002,Region 3,1.2,7/1/2017,0.232,0,1,0.712195259,1
Mental Health,14,0,6520,Region 3,0.33,7/1/2018,0.164,0,0,0.39481742,0
Mental Health,16,0,6198,Region 3,1.38,2/1/2017,0.219,0,0,0.650406224,1
Mental Health,18,0,30255,Region 3,2.02,7/1/2017,0.186,0,1,0.52158272,1
Mental Health,19,0,18182,Region 3,4.04,7/1/2017,0.205,0,1,0.603832645,1
Mental Health,14,0,5795,Region 3,0.39,9/1/2017,0.161,0,0,0.380880818,0
Mental Health,17,0,12815,Region 6,0.64,3/1/2020,0.185,0,0,0.463770403,0
Mental Health,16,0.244,48043,Region 6,2.956,9/1/2020,0.223,0.101575672,0,0.590715594,1
Mental Health,9,0,1510,Region 6,0.1,8/1/2021,0.117,0,0,0.186213043,0
Mental Health,15,0,6320,Region 6,0.32,2/1/2020,0.112,0,0,0.174994229,0
Mental Health,11,0,3794,Region 6,0.25,4/1/2020,0.129,0,0,0.224666724,0
Mental Health,12,1.775,61906,Region 6,1.325,1/1/2022,0.096,0.860175104,0,0.010191678,0
Mental Health,18,0.16,27935,Region 6,1.7,8/1/2021,0.112,0.114551638,1,0.136593732,0
Mental Health,16,0,16696,Region 6,1.11,2/1/2020,0.188,0,0,0.482311305,0
Mental Health,13,15.282,610978,Region 6,25.448,6/1/2019,0.119,0.500247145,0,0.079887336,0
Mental Health,14,0,30616,Region 5,2.04,12/1/2018,0.136,0,0,0.257684312,0
Mental Health,14,0,30616,Region 5,2.04,12/1/2018,0.136,0,0,0.257684312,0
Mental Health,14,0,30616,Region 5,2.04,12/1/2018,0.136,0,0,0.257684312,0
Mental Health,16,0,45411,Region 5,3.03,6/1/2022,0.061,0,0,0.08199101,0
Mental Health,16,0,45411,Region 5,3.03,6/1/2022,0.061,0,0,0.08199101,0
Mental Health,18,0.3709,254667,Region 5,16.6091,12/1/2021,0.157,0.029128234,1,0.52818549,1
Mental Health,17,0.1487,97888,Region 5,6.3813,6/1/2022,0.126,0.030381661,0,0.252044363,0
Mental Health,17,0.1487,97888,Region 5,6.3813,6/1/2022,0.126,0.030381661,0,0.252044363,0
Mental Health,17,0.1487,97888,Region 5,6.3813,6/1/2022,0.126,0.030381661,0,0.252044363,0
Mental Health,13,1.721,41586,Region 5,1.049,12/1/2018,0.238,0.827682393,0,0.128238977,0
Mental Health,13,1.721,41586,Region 5,1.049,12/1/2018,0.238,0.827682393,0,0.128238977,0
Mental Health,13,1.721,41586,Region 5,1.049,12/1/2018,0.238,0.827682393,0,0.128238977,0
Mental Health,16,0,19319,Region 5,1.29,11/1/2018,0.142,0,0,0.270797101,0
Mental Health,6,11.65,362630,Region 5,6.48,4/1/2022,0.135,0.963792295,0,0.013661521,0
Mental Health,14,0,35350,Region 5,2.36,12/1/2018,0.143,0,0,0.287738198,0
Mental Health,7,4.85,123329,Region 5,3.37,3/1/2022,0.129,0.786514121,0,0.019750231,0
Mental Health,14,0,23327,Region 5,1.56,5/1/2022,0.174,0,0,0.4087108,0
Mental Health,18,1.4147,430675,Region 5,27.2953,3/1/2022,0.174,0.065696871,1,0.711972577,1
Mental Health,13,5.275,222087,Region 5,5.825,9/1/2021,0.165,0.712558592,0,0.064522691,0
Mental Health,13,5.275,222087,Region 5,5.825,9/1/2021,0.165,0.712558592,0,0.064522691,0
Mental Health,13,5.275,222087,Region 5,5.825,9/1/2021,0.165,0.712558592,0,0.064522691,0
Mental Health,13,5.275,222087,Region 5,5.825,9/1/2021,0.165,0.712558592,0,0.064522691,0
Mental Health,13,5.275,222087,Region 5,5.825,9/1/2021,0.165,0.712558592,0,0.064522691,0
Mental Health,18,0,65085,Region 2,4.34,7/1/2022,0.222,0,1,0.16109439,0
Mental Health,19,1.2879,207002,Region 2,12.5121,7/1/2022,0.368,0.12443358,1,0.756512894,1
Mental Health,15,0.825,29378,Region 1,1.135,2/1/2022,0.125,0.561644768,0,0.034532027,0
Mental Health,12,5.41,167841,Region 7,2.98,2/1/2022,0.15,0.966986612,0,0.031116658,0
Mental Health,12,5.41,167841,Region 7,2.98,2/1/2022,0.15,0.966986612,0,0.031116658,0
Mental Health,12,5.41,167841,Region 7,2.98,2/1/2022,0.15,0.966986612,0,0.031116658,0
Mental Health,12,5.41,167841,Region 7,2.98,2/1/2022,0.15,0.966986612,0,0.031116658,0
Mental Health,16,0,103202,Region 7,6.88,4/1/2018,0.199,0,0,0.727455625,1
Mental Health,17,0,49080,Region 3,3.27,5/1/2022,0.057,0,0,0.093157289,0
Mental Health,16,0.4312,49294,Region 3,2.8588,1/1/2022,0.068,0.174950298,0,0.064541798,0
Mental Health,13,1,36689,Region 3,1.45,7/1/2022,0.086,0.545122516,0,0.025930889,0
Mental Health,12,1.68,90734,Region 3,2.86,12/1/2020,0.046,0.555469835,0,0.01347768,0
Mental Health,19,0,25121,Region 3,1.67,3/1/2022,0.219,0,1,0.665801763,1
Mental Health,12,10.05,428420,Region 5,11.37,2/1/2022,0.132,0.703748658,0,0.044950647,0
Mental Health,12,10.05,428420,Region 5,11.37,2/1/2022,0.132,0.703748658,0,0.044950647,0
Mental Health,12,10.05,428420,Region 5,11.37,2/1/2022,0.132,0.703748658,0,0.044950647,0
Mental Health,18,0,134101,Region 5,6.71,2/1/2022,0.158,0,1,0.44014919,0
Mental Health,18,0,134101,Region 5,6.71,2/1/2022,0.158,0,1,0.44014919,0
Mental Health,18,0,134101,Region 5,6.71,2/1/2022,0.158,0,1,0.44014919,0
Mental Health,18,0,134101,Region 5,6.71,2/1/2022,0.158,0,1,0.44014919,0
Mental Health,18,0,134101,Region 5,6.71,2/1/2022,0.158,0,1,0.44014919,0
Mental Health,11,5.7,200909,Region 5,4.35,1/1/2022,0.123,0.851131607,0,0.017256189,0
Mental Health,17,0.15,89202,Region 5,5.8,1/1/2022,0.132,0.033631533,0,0.265003399,0
Mental Health,17,0.15,89202,Region 5,5.8,1/1/2022,0.132,0.033631533,0,0.265003399,0
Mental Health,17,0.15,89202,Region 5,5.8,1/1/2022,0.132,0.033631533,0,0.265003399,0
Mental Health,17,0.15,89202,Region 5,5.8,1/1/2022,0.132,0.033631533,0,0.265003399,0
Mental Health,13,6.9,257889,Region 5,5.99,1/1/2022,0.155,0.802670917,0,0.038781465,0
Mental Health,18,0,172973,Region 5,11.53,3/1/2022,0.191,0,1,0.636758224,1
Mental Health,18,0,172973,Region 5,11.53,3/1/2022,0.191,0,1,0.636758224,1
Mental Health,18,0,172973,Region 5,11.53,3/1/2022,0.191,0,1,0.636758224,1
Mental Health,10,3.125,110477,Region 9,4.245,2/1/2019,0.211,0.565728613,0,0.126121125,0
Mental Health,11,0.75,103939,Region 9,4.45,12/1/2021,0.172,0.216473124,0,0.211744638,0
Mental Health,16,0,10437,Region 9,0.7,3/1/2022,0.259,0,0,0.67762485,1
